,Name,Team,Sample 0,Mean,Std,Median,5th,16th,84th,95th
336,Toby Murray,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
329,Max Michalanney,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
330,Ben Keays,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
454,Finnbar Maley,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
453,Luke Nankervis,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
601,Hugo Hall-Kahan,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
489,James Borlase,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
451,Zac Taylor,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
490,Reilly OBrien,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
433,Chayce Jones,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
511,Mitchell Hinge,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
632,Billy Dowling,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
334,Callum Ah Chee,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
654,Oscar Ryan,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
655,Archie Ludowyke,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
534,Charlie Edwards,Adelaide,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
144,Will Ashcroft,Brisbane,25.0,25.0,,25.0,25.0,25.0,25.0,25.0
139,Lachie Neale,Brisbane,21.0,21.0,,21.0,21.0,21.0,21.0,21.0
154,Zac Bailey,Brisbane,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
152,Logan Morris,Brisbane,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
150,Kai Lohmann,Brisbane,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
156,Darcy Wilmot,Brisbane,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
169,Levi Ashcroft,Brisbane,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
183,Hugh McCluggage,Brisbane,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
149,Jarrod Berry,Brisbane,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
140,Charlie Cameron,Brisbane,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
153,Harris Andrews,Brisbane,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
151,Ryan Lester,Brisbane,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
155,Josh Dunkley,Brisbane,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
142,Dayne Zorko,Brisbane,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
177,Ty Gallop,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
160,Jaspa Fletcher,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
182,Darcy Gardiner,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
309,James Tunstill,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
310,Daniel Annable,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
311,Lincoln McCarthy,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
312,Noah Answerth,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
313,Sam Draper,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
165,Bruce Reville,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
167,Cam Rayner,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
481,Darragh Joyce,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
168,Darcy Fort,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
623,Eric Hipwood,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
604,Shadeau Brain,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
575,Sam Marshall,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
170,Keidean Coleman,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
172,Oscar Allen,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
175,Zane Zakostelsky,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
557,Cody Curtin,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
553,Conor McKenna,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
593,Will McLachlan,Brisbane,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
33,Patrick Cripps,Carlton,23.0,23.0,,23.0,23.0,23.0,23.0,23.0
7,Sam Walsh,Carlton,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
32,George Hewett,Carlton,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
25,Jagga Smith,Carlton,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
480,Francis Evans,Carlton,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
479,Talor Byrne,Carlton,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
23,Oliver Florent,Carlton,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
35,Harry McKay,Carlton,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
34,Brodie Kemp,Carlton,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
28,Ben Ainsworth,Carlton,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
9,Marc Pittonet,Carlton,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
240,Matthew Carroll,Carlton,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
36,Ashton Moir,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
24,Cooper Lord,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
29,Elijah Hollands,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
30,Zac Williams,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
31,Oliver Hollands,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
37,Will Hayward,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
38,Campbell Chesser,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
39,Jacob Weitering,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
41,Harry Dean,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
40,Mitch McGovern,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
42,Lachie Fogarty,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
43,Lewis Young,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
44,Adam Saad,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
45,Liam Reidy,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
249,Lachlan Cowan,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
252,Hudson O'Keeffe,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
510,Nick Haynes,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
484,Nic Newman,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
485,Adam Cerra,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
596,Blake Acres,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
488,Wade Derksen,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
486,Jordan Boyd,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
581,Jack Ison,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
551,Matthew Cottrell,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
564,Billy Wilson,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
642,Flynn Riley,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
591,Flynn Young,Carlton,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
184,Nick Daicos,Collingwood,43.0,43.0,,43.0,43.0,43.0,43.0,43.0
185,Josh Daicos,Collingwood,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
186,Jordan de Goey,Collingwood,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
187,Darcy Cameron,Collingwood,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
219,Daniel McStay,Collingwood,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
196,Beau McCreery,Collingwood,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
189,Scott Pendlebury,Collingwood,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
223,Tim Membrey,Collingwood,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
201,Patrick Lipinski,Collingwood,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
191,Dan Houston,Collingwood,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
210,Jamie Elliott,Collingwood,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
213,Steele Sidebottom,Collingwood,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
456,Jeremy Howe,Collingwood,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
221,Wil Parker,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
227,Jack Buller,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
222,Edward Allan,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
190,Brayden Maynard,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
192,Lachie Schultz,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
193,Jack Crisp,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
195,Isaac Quaynor,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
200,Harry Perryman,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
204,Billy Frampton,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
209,Ned Long,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
214,Roan Steele,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
512,Angus Anderson,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
457,Darcy Moore,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
482,Lachlan Sullivan,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
483,William Hayes,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
455,Oscar Steene,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
599,Harvey Harrison,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
611,Mitch Podhajski,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
627,Sam Swadling,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
576,Charlie West,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
638,Liam Puncher,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
662,Noah Howes,Collingwood,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
265,Archie Roberts,Essendon,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
261,Darcy Parish,Essendon,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
256,Zach Merrett,Essendon,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
259,Sam Durham,Essendon,4.0,4.0,,4.0,4.0,4.0,4.0,4.0
268,Nate Caddy,Essendon,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
567,Nick Bryan,Essendon,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
582,Will Setterfield,Essendon,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
272,Dyson Sharp,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
273,Max Kondogiannis,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
260,Mason Redman,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
262,Jye Caldwell,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
263,Brayden Fiorini,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
264,Andrew McGrath,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
266,Xavier Duursma,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
267,Archie Perkins,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
269,Lachlan Blakiston,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
270,Ben McKay,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
274,Peter Wright,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
276,Jayden Nguyen,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
277,Jaxon Prior,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
278,Zach Reid,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
279,Kyle Langford,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
280,Archer May,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
275,Hussien El Achkar,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
271,Zak Johnson,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
650,Jaxon Artemis,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
610,Harrison Jones,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
505,Thomas Edwards,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
447,Isaac Kako,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
467,Saad El-Hawli,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
468,Jade Gresham,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
469,Jacob Farrow,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
470,Archer Day-Wicks,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
472,Matt Guelfi,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
558,Nik Cox,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
645,Angus Clarke,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
660,Vigo Visentini,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
656,Rhys Unwin,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
516,Sullivan Robey,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
515,Jordan Ridley,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
514,Elijah Tsatas,Essendon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
283,Luke Jackson,Fremantle,21.0,21.0,,21.0,21.0,21.0,21.0,21.0
284,Caleb Serong,Fremantle,18.0,18.0,,18.0,18.0,18.0,18.0,18.0
307,Jye Amiss,Fremantle,13.0,13.0,,13.0,13.0,13.0,13.0,13.0
288,Shai Bolton,Fremantle,11.0,11.0,,11.0,11.0,11.0,11.0,11.0
286,Murphy Reid,Fremantle,11.0,11.0,,11.0,11.0,11.0,11.0,11.0
294,Andrew Brayshaw,Fremantle,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
291,Josh Treacy,Fremantle,8.0,8.0,,8.0,8.0,8.0,8.0,8.0
301,Patrick Voss,Fremantle,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
296,Matthew Johnson,Fremantle,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
293,Karl Worner,Fremantle,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
442,Luke Ryan,Fremantle,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
290,Jordan Clark,Fremantle,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
308,Oscar McDonald,Fremantle,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
537,Michael Frederick,Fremantle,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
300,Sean Darcy,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
287,Hayden Young,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
289,Isaiah Dudley,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
292,Neil Erasmus,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
295,Heath Chapman,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
297,Nathan O'Driscoll,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
298,Judd McVee,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
302,Corey Wagner,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
304,Alex Pearce,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
305,Brandon Walker,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
306,Sam Switkowski,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
463,Brennan Cox,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
462,Jaeger OMeara,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
443,Christopher Scerri,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
550,Jeremy Sharp,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
666,Tobyn Murray,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
536,Mason Cox,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
667,Bailey Banfield,Fremantle,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
75,Bailey Smith,Geelong,33.0,33.0,,33.0,33.0,33.0,33.0,33.0
53,Max Holmes,Geelong,15.0,15.0,,15.0,15.0,15.0,15.0,15.0
82,Shaun Mannagh,Geelong,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
303,Patrick Dangerfield,Geelong,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
60,Oliver Dempsey,Geelong,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
79,Connor O'Sullivan,Geelong,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
84,Lawson Humphries,Geelong,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
67,Tanner Bruhn,Geelong,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
285,Jeremy Cameron,Geelong,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
88,Shannon Neale,Geelong,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
91,Oisin Mullin,Geelong,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
80,Oliver Henry,Geelong,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
68,Gryan Miers,Geelong,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
62,Tom Atkins,Geelong,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
74,Tom Stewart,Geelong,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
86,Jack Henry,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
85,Jhye Clark,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
72,James Worpel,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
77,Mark OConnor,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
78,Zach Guthrie,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
81,Mark Blicavs,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
83,Mitch Knevitt,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
87,Sam De Koning,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
89,Jack Martin,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
90,Brad Close,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
299,Mitchell Edwards,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
614,George Stevens,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
507,Jack Bowes,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
452,Oliver Wiltshire,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
570,Rhys Stanley,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
646,Jay Polkinghorne,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
521,Jake Kolodjashnij,Geelong,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
46,Christian Petracca,Gold Coast,12.0,12.0,,12.0,12.0,12.0,12.0,12.0
503,Matt Rowell,Gold Coast,11.0,11.0,,11.0,11.0,11.0,11.0,11.0
48,Touk Miller,Gold Coast,9.0,9.0,,9.0,9.0,9.0,9.0,9.0
49,Noah Anderson,Gold Coast,8.0,8.0,,8.0,8.0,8.0,8.0,8.0
50,John Noble,Gold Coast,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
64,Bodhi Uwland,Gold Coast,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
51,Daniel Rioli,Gold Coast,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
66,Jarrod Witts,Gold Coast,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
47,Bailey Humphrey,Gold Coast,2.0,2.0,,2.0,2.0,2.0,2.0,2.0
70,Zeke Uwland,Gold Coast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
61,Ben Long,Gold Coast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
65,Ben King,Gold Coast,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
56,Lachie Weller,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
54,Joel Jeffrey,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
55,Leonardo Lombard,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
58,Wil Powell,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
59,Alex Davies,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
63,Sam Clohesy,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
69,Ethan Read,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
71,Oscar Adams,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
73,Will Graham,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
76,Jy Farrar,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
57,Sam Collins,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
52,Mac Andrew,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
408,Jake Rogers,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
435,Charlie Ballard,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
605,Jai Murray,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
625,Beau Addinsall,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501,Jed Walter,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500,Lachlan Gulbin,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
577,Nick Holman,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
549,Jamarra Ugle-Hagan,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
569,Ben Jepson,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
561,Ned Moyle,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
637,Dylan Patterson,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
651,Caleb Lewis,Gold Coast,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
93,Clayton Oliver,Greater Western Sydney,14.0,14.0,,14.0,14.0,14.0,14.0,14.0
99,Toby Greene,Greater Western Sydney,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
101,Lachie Ash,Greater Western Sydney,8.0,8.0,,8.0,8.0,8.0,8.0,8.0
98,Lachie Whitfield,Greater Western Sydney,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
95,Finn Callaghan,Greater Western Sydney,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
92,Jake Stringer,Greater Western Sydney,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
94,Stephen Coniglio,Greater Western Sydney,3.0,3.0,,3.0,3.0,3.0,3.0,3.0
100,Harvey Thomas,Greater Western Sydney,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
116,Phoenix Gothard,Greater Western Sydney,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
110,Jayden Laverde,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
111,Connor Idun,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
109,Jesse Hogan,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
96,Joe Fonti,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
97,Jake Riccardi,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
103,Harry Himmelberg,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
104,Harry Rowston,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
105,Kieren Briggs,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
122,Callum Brown,Greater Western Sydney,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
